fly,block,owner,brain,parent_blockhash,seed,alleles,eyes,body,wings,size,genome
92,22839566,0x74107b9b65801d477d5a7980905beecd72b57a29,0xd9c9419a6db263c38c198d3f15084acf7c6a3c5a,0xdac0a1afa22207d0a36ebbf85bcb183e82e955d34b2e8cc524066d6436d2a08c,0xe363ac43d5cd305c35e64f996e53ca91a11170d2e4644a53d81234ccd56e0ab5,30,white,ebony,curly,small,6802cf64 00000000 9911f607 00000000 f28450b5 836c2487 00000000 83aa3d7e 00000000 4941fe80 00000000 564a279e 00000000 00000000 00000000 00000000 00000000 4bd3073d 07691c4d 5a65d101 00000000 69ce7bf1 8b069e8b 00000000 69590694 00000000 21ef8f38 00000000 cfa4cea4 00000000 552611ce b0f71d66 00000000 00000000 ffc6239d 253a245b 00000000 00000000 aba01ead 7d2ff96a 00000000 00000000 27c26ba0 00000000 f1bc3ac5 247e1581 00000000 00000000 00000000 3efd41ed 00000000 00000000 221c4980 00000000 00000000 00000000 00000000 00000000 00000000 113ae948 2daed091 00000000 a2fe9066 52e10d25
93,22839620,0xafd6e6a4c331a0112ed9fbc306fba05b44d87020,0x75482043d13babbaeabbb45d3a985008aa8d62a3,0x91b28f7952d8c1926734931b1b962e3395b168ac9871902276639255686b7e0f,0xd07c2a4deebf0c9f2e333ecf27883edc994fcc6913cba4601e2ef4b57000e559,30,white,ebony,normal,large,e2943e83 00000000 00000000 4d3d6c9a 118b9ced 00000000 e1b0fd06 00000000 80390c97 00000000 79a0fd0f 00000000 00000000 bbcf17cb 79c9e22f 9bf1b8aa 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11318881 4869f717 f7902896 00000000 638fe7c4 00000000 3397768f 00000000 9a3aad9d f5128365 00000000 b5921562 00000000 00000000 81ccabec 00000000 7055c937 d6809590 29f1eede 0aed98ed 00000000 4275fda0 dfc2a474 e2330b53 00000000 ae404b04 00000000 00000000 00000000 92c348a2 0101f9fe 970361a0 4fc6cc5b 00000000 00000000 00000000
94,22839681,0x8746cbcd1d09ea15b3625692f11fbb0e17b52029,0x9d4aaae7455c750fc052e417aad40dd704466740,0x68e8ff84ed909f5bd47bd3df6c027fc566abc257fd20e11851f7a612bece984e,0x8cf62d166077e993db413a65b3946c4e0549a724f70c4405aabe544e723ed189,33,vermilion,tan,curly,small,1c64552e 00000000 00000000 00dccf56 00000000 00000000 00000000 99f06748 c2514695 00000000 00000000 00000000 ddb19bc7 00000000 f8595b3a 126ff3d0 00000000 96d8701f f7e12e11 3463a63b dd11d9a7 ca3ef34a 00000000 00000000 00000000 65052775 00000000 00000000 4eada906 5507d149 38d8a46d 00000000 00000000 a7238d99 d37ac10a 62a6b1ea 00000000 00000000 ba7184c5 00000000 00000000 00000000 75161e60 00000000 03b1bd70 00000000 0e762c8c 00000000 00000000 4edf143e 76d7e49d e238b3c2 57de0801 ba01f901 00000000 0682966d 00000000 4969a612 00000000 7b130101 00000000 b91dd088 00000000 175fdc25
95,22839776,0x8746cbcd1d09ea15b3625692f11fbb0e17b52029,0xa2a7ec87b5c81b0683e686de3bf67c545b149b9d,0x5f5c6cd6c630a59ec59a34206d1d789f4512e260e124256866dca42cdb4b60cd,0x42100e4b336921dbb4aff11a0be9c0b6359cdf84f772086d6250088bcb7bad2a,29,white,tan,vestigial,large,00000000 a54fe33e 00000000 3b4f529c 00000000 d188bfb1 00000000 00000000 b75853c4 00000000 c6dca531 58adfa7a 00000000 135a2551 00000000 dec8e6d5 deb11dd8 7152eed8 00000000 401c1ddc 412b5926 41615ae6 6fdd2ae2 00000000 8d9e5b75 10b43549 00000000 7262ee29 00000000 00000000 f65f84cf 5b6f92fd 1f113a06 64deab56 00000000 08235d9d 00000000 00000000 00000000 cb28a13c 00000000 00000000 00000000 2be3df3f 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 7532d761 00000000 a4c43e01 00000000 00000000 4c4cbb4e 00000000 00000000 00000000 7caeae30 012159d0 00000000
96,22839950,0xafd6e6a4c331a0112ed9fbc306fba05b44d87020,0xa9876a22dc2ebbd3fd378bc85ca483064d870f79,0x699921c2e88bcbaa9430d699352670c46e792ff403b060a873f4bfbee33e9269,0xfba67d9b7a87761f1d164aacb77f08ff8d9ce285670d2451c1b3785879de9503,32,sepia,yellow,curly,small,1174d563 63c48680 00000000 00000000 00000000 00000000 00000000 00000000 a6fc533b 00000000 936deaea 00000000 e0a14ab4 00000000 00000000 09b8b797 00000000 8056fcab 25d07083 3e04ad7b 19cad06b 00000000 8f1e692b c81a46fa 78d25d40 00000000 00000000 09d4ed75 dea2bc25 d78d5dd3 8670ccb6 00000000 00000000 00000000 00000000 aa3e19ba dabef2d1 00000000 4d0f3486 00000000 00000000 00000000 00000000 b5913559 61175294 1d1958c0 99c0f9c5 00000000 68ffa70a ac3631cc 00000000 00000000 cab82d64 a9cf96c0 00000000 41f38021 d1f11b8c 00000000 00000000 00000000 00000000 00000000 b882b937 d62bbac9
97,22840040,0x0818404d4e07ff38c42d15cff5d2f22fc907977e,0xa29ca0fcdf221a15c5e31f89cfa29a603660af09,0xbe4806895fe8409ec6370579f64e59f9761e96a2762351d2b02c20918e7a3265,0x9e6ba52e9ae4be8cb838ad33225c0452c1ca5f94a01b3d7581864c2e3b1be06b,29,white,tan,vestigial,large,c7d990f2 bacb5ce5 00000000 33a8a4bf 00000000 74f1e25d fc2c9bb3 00000000 00000000 00000000 00000000 00000000 00000000 538e7e2f 2cf3fbc1 853be98d b140b76e 885160ba 00000000 8b09590d c17f721d 00000000 00000000 00000000 7f3cd468 8c639a7b 00000000 5197c4bd 9512a8b1 24e7f526 00000000 00000000 00000000 08b32f4e fa71becb 50c26603 00000000 1b948cf2 00000000 00000000 00000000 00000000 c7bdffa0 6595d155 00000000 00000000 1235d51e 00000000 00000000 8fdc459e af469243 00000000 00000000 00000000 00000000 be17a7ae e33185d5 00000000 00000000 00000000 00000000 00000000 00000000 4b946b44
98,22840066,0xa2e8a61f22e3b61c65e9b2b068012b47081bed7c,0x4eeb479367bcf3dba8e4593060caf45ecfeb68c1,0xc11f97f4645cafda53fef473ebe587fbbb94b4b483ba7841d7a5766e5f59c17c,0xefc42b6a91402ed78e4f2addcae79d8f9ca67cad16358754addd3637ce985e46,36,vermilion,yellow,dumpy,small,00000000 9ab9fb11 4b0e1db7 00000000 00000000 00000000 57c2b65f 00000000 00000000 8d50d71a 4a243b3f 3e559288 896579e9 00000000 9490ec19 00000000 00000000 00000000 00000000 0fc6a192 0ea5b264 00000000 00000000 e728d63e 00000000 632603f7 1117ddc9 a95b7ea7 00000000 00000000 cd7cc956 5344f992 642e7acc ef2d102c 8bd365ff 00000000 0af23358 50c61494 00000000 00000000 00000000 90135e81 f1f65c2d 00000000 3778a836 c94d91f1 00000000 00000000 c54a125e 00000000 630ec268 1a72cbf1 46f804f8 00000000 79e353f5 b4033850 3fed6297 00000000 6683a2e9 4bfe5da3 00000000 c89925e7 00000000 e36ff1b1
99,22840086,0xcbc381d3f2139da5159cd9863d7e1d0111ccdd19,0x142d643a0c2a79013c2a54b89b178d9d1a9076b5,0x5534a5be58d09d2c95a476cc7d0c2bf1213d3eede58f68b0eec3015d7212c884,0x2dcd1c91ba0ec348575f03686d601e196731a8d345a1cd96a4bcb73384dc6050,29,vermilion,tan,dumpy,small,00000000 00000000 00000000 00000000 85c8e5c2 00000000 e99c0d3f 00000000 00000000 00000000 00000000 00000000 00000000 de48c3b8 c3a95ca9 00000000 00000000 00000000 1ae44ed0 b3cc16f0 01a907d9 00000000 2be2ff56 1549ce86 00000000 00000000 9b44771a 00000000 00000000 00000000 00000000 b59cabe2 d507b8da 25e31434 00000000 00000000 1a523ef4 455e0b45 00000000 00000000 91e9e5da 6b9f614a ab3df3d3 00000000 fce714dc b528ccb0 00000000 834b600f 00000000 00000000 195d2544 9d9a5e81 7afc42d6 fa9d517b 00000000 a832a317 00000000 00000000 7168dbe6 00000000 00000000 4c7640b3 00000000 fc581412
100,22840179,0xcbc381d3f2139da5159cd9863d7e1d0111ccdd19,0x1504a62f85ae50439965f59283278fbacf0117a4,0x59bd508b16c5b902d5e0079302710c55e6229db0813a0955cd10cd9ab60fa395,0xd2604224577680ec8e0003cbb83fca1c5cccae8a0e669c3b786a5bd348dc880f,31,vermilion,tan,curly,small,7af0b7b5 773a9757 8ae6bef2 4d2afba1 00000000 00000000 00000000 00000000 00000000 00000000 00000000 25965588 00000000 00000000 00000000 577b8430 00000000 00000000 9c5124fe 117b1e3d 4328bb5a 00000000 5b6943d2 d1d848c7 00000000 00000000 00000000 3076a594 00000000 00000000 0cf821f3 00000000 e7de67c9 c06f58bf 00000000 00000000 9b85485c 00000000 56a50455 b24b7b3b 7fd0d051 14948298 00000000 e84b5519 c59b816c 00000000 76d781b3 00000000 00000000 5b91fb80 00000000 9582e58b 00000000 adf73a2a 5bdf2591 00000000 00000000 00000000 00000000 69ad8976 ed304360 7989318c c72b0175 00000000
101,22840338,0xcbc381d3f2139da5159cd9863d7e1d0111ccdd19,0x6706aaeab1fabd3a20282dcf7f348e0fd6bd41df,0xcd83f2e3178cfa82ab988a32db5752c05952d9a78769cebe1a653d5e1628325c,0x162d59c66df634f0c7a2a779db057856e1e86065dbe9013590f7d75bc2c3583a,34,sepia,tan,vestigial,small,00000000 7170faf8 00000000 5565c606 961f79cd 1733b703 00000000 00000000 00000000 00000000 00000000 5c03c3e6 2d629055 00000000 83329ebe 00000000 270e4525 3be8898d 00000000 00000000 00000000 00000000 2e28085b 02945bb9 00000000 ba0056c8 00000000 00000000 00000000 00000000 1d077294 54689f38 142123dd 73bd0e7f 00000000 4be3375f ff1d3416 00000000 86d187aa 00000000 33f25522 917d3f12 bb67a5e9 00000000 96ae6c8b 00000000 1a421ec0 912c016b a14bf2fb 82d811d9 4b03f5ca 00000000 5f2e6316 75a9722e 10795d4a 0a5510e5 00000000 00000000 00000000 00000000 d922819c 00000000 00000000 1a779e9b
102,22840705,0x42a08b2a271f7305d0f6ef5e6c37f7ebb3d05c39,0x6928068894d1d590eaa0f90db02a136ed371bbf3,0xefda673e91c16a7e901186178098ad8b859ac12a0f5c87c02f3f92d343fc2f85,0x26d9c756f3ff6ef2ce43d3ccf00d7ebaeeed30938f7fe26412dd2672f262c40a,28,sepia,ebony,curly,large,00000000 fb686974 00000000 522d2d90 00000000 00000000 00000000 00000000 00000000 00000000 f5f4b025 00000000 00000000 00000000 fa904a84 97b6f179 00000000 ded3e388 00000000 00000000 00000000 30db67ec 93db1931 00000000 00000000 e0713bc1 00000000 00000000 6500e153 ddd70d05 1e316281 54583ccd 00000000 cba070c0 00000000 00000000 16cb149f e4f6fbde 848d4a64 00000000 00000000 77a03ba6 7a0fb4b1 00000000 00000000 529e7857 00000000 00000000 51ec2773 00000000 9f0d74c9 b9031757 54952858 00000000 3cb2488a 739a74e8 00000000 4611a510 00000000 00000000 5ba60b59 00000000 00000000 00000000
103,22840778,0x42a08b2a271f7305d0f6ef5e6c37f7ebb3d05c39,0x63ada15b43483b7f7d0cad4238d538cab9f70785,0x8fb8ff88713808acf86b32625fcb5abbc006e318f6bf80d8f8965375e627dfe4,0x05de2ca803463eb9f7263490fe9ad5094e25f3363a62616040cbca7427054718,26,vermilion,tan,dumpy,small,00000000 00000000 00000000 dff8f29b 118f6a90 00000000 00000000 00000000 3d3db124 88abcd91 7ec7ff0b 00000000 00000000 00000000 55ce013a 00000000 b1616362 00000000 2a623950 00000000 00000000 00000000 00000000 00000000 b194f084 c199ff88 374e638f 00000000 00000000 0e0378b2 00000000 00000000 00000000 00000000 25f7bf28 00000000 3858e3c6 7bdee70f 2a8a2837 00000000 00000000 0e8df01f 00000000 253059b3 00000000 00000000 26a2d47a e03ae814 195ad5f0 9ef7f7a6 00000000 6b744c58 00000000 00000000 2a2ff34f 95440cd7 00000000 00000000 00000000 00000000 00000000 00000000 086552fc 00000000
104,22840781,0x0420e243d8ab4a22dadded1ead8cdcca14074d7c,0xdbdd046aa1dcd3018c38e72f5558b7414211a075,0x3f23970569b80b49ba09c561426aa5cdd7aa6e025c801fd4926854cbdbbde962,0x73a9c55a23825b1fd861b6f62ff66855dfe9325473436fd809863c03429af1bb,28,sepia,ebony,dumpy,large,6c5f5e0a 596da228 00000000 965c8a91 b96ee0c7 c55faaf3 00000000 28bbb9b9 6e91aff0 00000000 00000000 00000000 9179f805 e62db394 56227447 52eef1c6 00000000 ef0827d1 00000000 b51ad880 3960b6fd 00000000 00000000 88b571c0 00000000 03c4eaa9 00000000 00000000 00000000 00000000 9f122446 00000000 6fd3f9e6 6d86649b 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 95bd40f4 17fa04ee 17c488b0 13f77d42 00000000 00000000 00000000 06e95efd 19cf8999 00000000 00000000 00000000 00000000 3b11d69f 8340d980 00000000 00000000 519ebee1 00000000 00000000 00000000 00000000
105,22840861,0x42a08b2a271f7305d0f6ef5e6c37f7ebb3d05c39,0x9bcfb71c5320fee7787656d5ef11e0cd76de185a,0xb96ebee4ecfdcce750a9d10a8fcf6dcf5bec81aea541ae08e34c431fff076bbd,0x7e526c329a548b8090759119f89d47ea2d8ef9ba5def4c8deb66926ea7e67fad,40,vermilion,ebony,dumpy,small,74425d5e 00000000 a5961936 c6da972e 00000000 68da80f0 00000000 032acb5d 4dc72f6c 7ce49a9e d169512f 8fc367cf 3ea01cdb 64b9911d 68cb8066 00000000 00000000 71149d7b d3a7a60e 00000000 00000000 2254e896 e6c01ee1 a5232ff2 99bdff7b ffe0bd7e 7a1503fd 00000000 00000000 8123d1ed 00000000 c1f2dda7 00000000 5765a4f2 12d4eaeb b2aaea67 00000000 668a54cc 8d67613a 00000000 00000000 c84cf046 00000000 00000000 1b58a850 00000000 00000000 fc791fa2 00000000 454c8ed5 e7f38bdd 00000000 00000000 8cb90d83 1362d8f9 00000000 bbbe5c7e c1648c89 00000000 3abd8c88 00000000 dbb2ddfd 24b75cce 380b9590
106,22841124,0x661d1d56530e9a07bb5d6058f32d431fecc9a7fa,0xab060cd88eaf829797222ed17d06c813c1c184fe,0x8e9603d89f61c2629a6b38123eb9ea8e22f17f3b48f690c783bf87c02b1f2937,0x2be7faf3dff45113bd16d2967c150ddcb85cdd0b89f3da8f11ef9162f6119d81,30,brown,ebony,vestigial,large,28d4bee8 00000000 00000000 00000000 00000000 00000000 00000000 95adb7d0 b7ed3cb7 00000000 ea0de917 4f962d4e fa5ffe05 00000000 00000000 e506eda2 d7c9cf69 00000000 00000000 00000000 fba39c30 00000000 00000000 00000000 00000000 625ce161 333d7a1d 00000000 ab6bdbdb 0041bc24 8afad8a8 d4b03524 00000000 e218bf36 00000000 00000000 00000000 5ee2ce8b 494a7d94 00000000 90e57ce7 00000000 00000000 00000000 97eb4251 00000000 00000000 5cf157ab 685f74d2 067ddaf1 72a72fe8 28d93f1d 00000000 7da5bae5 4c6da1c2 28d49c5a 03a8cd90 00000000 00000000 00000000 72f7d9f4 00000000 00000000 00000000
107,22841192,0x661d1d56530e9a07bb5d6058f32d431fecc9a7fa,0x46dce23a6fb3e703c4c42a5dcbf126e008e52986,0xf9a90b25c0189b250c2b9c505d34017367e42b03dd2c8207c87f79c523eb24c2,0x3304c53c18aaf0466891d2f5520046b47a9521c46b43b2e1fd33d345d6bef6aa,40,vermilion,ebony,dumpy,large,00000000 2443b40d 00000000 9acc918b 00000000 49f1a2ee 00000000 164d6620 00000000 a5b872c3 75c5a8ec 00000000 cabe8656 072863e2 2bed354e 13272782 00000000 7bb78cf7 be4346c6 755673f2 5589a81e 97cbcc2d 00000000 4dad77df 00000000 8eea5d7b 53deb406 00000000 e1e772a7 00000000 759759d2 7a6b09c6 2a1fc1e6 00000000 a52891fb 00000000 00000000 00000000 e9b01ef7 00000000 1f378863 5a2bea88 00000000 00000000 5292c3f7 00000000 904186be 66e52e19 5de6e638 010dcb50 00000000 00000000 94fa5ad1 918e17ee 00000000 00000000 8be966cd 00000000 009fc06c a151ade9 d3c3cb92 22e1e6ff 3144ea93 b25c87fd
108,22841262,0x661d1d56530e9a07bb5d6058f32d431fecc9a7fa,0x0dbb69c23a5edd441a7ff89f74b6198a0c37eb5c,0x95f4dba6590e643cc8200f3b47c1605d17c287c27c0efcd061919d7ab9bd41b6,0x2078a9f261d586e65462dcdc7f8d17cb94c44c30accc0b1c15ab09d064f1f175,31,sepia,ebony,dumpy,small,6afed253 00000000 26600e40 00000000 d32b3c62 38152a07 3d022107 00000000 3781fa5d 00000000 00000000 00000000 bb9d8ec4 d2315e08 c5ca9534 0324cbfd 15a2d71e 00000000 00000000 00000000 c5800560 ccf2a36c 3a78cd2a 7035f8b7 00000000 00000000 f64534d6 00000000 00000000 f38a4ca8 88ca8f49 00000000 00000000 00000000 00000000 00000000 e6df7685 00000000 eaf4f8b9 cb4ebe3c ea3c8fd5 00000000 00000000 21537a00 00000000 00000000 00000000 00000000 2690da06 1fa2883b 00000000 625ab485 00000000 433ef26e 00000000 6aef4154 d44de51b 00000000 337229f7 00000000 b04dd09b 00000000 00000000 00000000
109,22841391,0xb7c3e773bf48d10039faf6be963ab96853819742,0x537221c07364bba29beb7dc87f087d6ddeb5e45b,0x869c4bce2e79bb70c47b149d9a3371e7699996e5e9d96732a1937da9aeb150e3,0x810d6a94f5af9aaf948b39d0920153241d11447d7757e435f3c59297543f9346,34,brown,tan,dumpy,small,00000000 50992a67 30179b58 00000000 00000000 00000000 ebd4fac2 00000000 bf397949 3a3bde50 00000000 00000000 25a6dfaa 00000000 00000000 0394b5f3 10d542ea 58269a14 37048062 1cdc4715 07d347f2 29c79c4d 00000000 00000000 00000000 00000000 6d5935db 00000000 84eaac1f 00000000 1590933a 00000000 59b86124 afee9113 27722ba5 00000000 74722998 00000000 00000000 4103fa6c 00000000 e6f0d770 00000000 00000000 18da28a4 00000000 00000000 f9ff3042 93fb6a26 00000000 a3a64439 00000000 00000000 00000000 22ba39df 4d8520b3 a7ae50ab f4b5490f 00000000 00000000 8f530dba b52b85a0 e207eabf bbd9e307
110,22841447,0xb7c3e773bf48d10039faf6be963ab96853819742,0x6e8e0a9d070e9e9234a2b5c9553ccba290d1386e,0x9c54c1939a7166fdef2a611aa2f1020e09fc4faedb679b607c0ec7ced3f8741b,0xe9cc60600e66dc344b3dbb2b107a00e317b08b1f719016791e98b7e031562916,29,brown,ebony,curly,small,00000000 8f74ca89 8f907b21 00000000 f4e3616a 00000000 00000000 00000000 6aa8af90 00000000 00000000 8e46d6d0 00000000 ced0d758 00000000 00000000 00000000 249b6aaf ea8c50be 00000000 4ffa4f38 00000000 64212936 00000000 734d6704 00000000 00000000 00000000 3e6fedd8 771e64fe 00000000 00000000 00000000 00000000 00000000 00000000 00000000 2bdf1b39 65319bd3 d3c9abde d118149d 680a4a7a 0fb0543b 00000000 5fa1c3fb 4c1d0107 00000000 374000dc 00000000 00000000 00000000 e229a22f 34ce8f44 00000000 00000000 c614b177 00000000 29726724 ff7646c0 c241ac2c d1958fde 00000000 00000000 00000000
111,22841500,0xb7c3e773bf48d10039faf6be963ab96853819742,0xe7432e1a4e9693335ca6d9a16241b7d5c5690766,0x7b1e3b05ec1bfb4292deb01769628bfea4dadb2f7e83d8deef11dfbc635e44de,0x2df709ac68e86d77b05ff78dea91cc602a18503596e1843e35e4bb01d155bc22,30,vermilion,ebony,vestigial,small,00000000 a150cff3 00000000 00000000 00000000 bceaf3e8 00000000 00000000 00000000 00000000 17e412a1 4f175493 b2822602 48c17316 00000000 bcea537e ef543183 00000000 fd620a41 00000000 d235ec34 00000000 d241df6c 00000000 6ed6ec3b 00000000 00000000 00000000 2e58a1b5 00000000 205ec500 1a6b5e96 7b5512f8 00000000 00000000 00000000 00000000 00000000 00000000 00000000 844af0da 42bc1658 00000000 303f7032 9528f533 260a30f9 00000000 ae5b912c 00000000 00000000 d5cd51ac 00000000 00000000 2f2ce441 f1e9f842 ede69885 7c90c727 00000000 596e4daf 00000000 67996aa2 5580c525 00000000 00000000
112,22841957,0xd9a63b1c97f1b186ea7e6fe60a985694e6bd5a74,0x82873090e6ee31bc0448ea74b714452624c1bbaf,0x15a7d93e6790ef3083bc28b05b7e4e75d55243ea5e76ddea02d59766ce2c5e84,0x3bfdf6744c9c5a7cc4b65063c7986ed103881a1b73e38467def338fdd38e71b7,41,sepia,ebony,curly,large,02add322 9f0b9bdb 00b88e30 00000000 c312fb37 0d5c8859 00000000 47fa508b cdc41601 00000000 00000000 00000000 65ae6ac1 5453337c e3113063 00000000 00000000 128d3216 d98cf147 751a7c1c 00000000 00000000 00000000 86d4aa22 e01cdfa5 c88f6ccf 00000000 00000000 9bf940b0 00000000 b0ecdbf2 3620b43d 4b0ba3f5 00000000 a3367398 5aa34eb6 907bbee3 2866a516 f4ae674c caaff7a9 00000000 00000000 00000000 391f4bf6 e8a68a0e 9d35d396 00000000 00000000 ef4a9fab 01131dbe 00000000 00000000 bfde7721 9f9c5f45 47cc3ea9 80a41bd0 00000000 9831c1ce 6adc8d66 840ec00c 3a5c3ce2 00000000 7cfbb6b0 ec0682af
113,22842010,0xd9a63b1c97f1b186ea7e6fe60a985694e6bd5a74,0x5cbeecdfd1bcac05c32126cdbcaf71e96ed224db,0xcb320885b8489f0807958af95854ab2c42f32fbb26c71ef2bba3c0b3542ec601,0xd6ac26f6f62d5127ac6323f6db7edca60af65460b4e58e8d8a5e6fef3fc3d46a,39,brown,ebony,vestigial,small,00000000 d54d6b3f 00000000 e941235d 00000000 e5c10ed5 35a058d0 00000000 00000000 00000000 a616e252 00000000 ea7eac45 00000000 2567593b bdf776ff a00d5f10 49d25048 00000000 00000000 00000000 00000000 0e4d3bc4 8646075a 8f969b53 03680126 9ae0462a 00e81585 7a9ff6e4 fd4f23a3 00000000 00000000 b5938b1e 48128254 bea7bdad e3e2fd77 00000000 b80baf3e a078c814 0ee60872 b0056899 ac2bcd29 b612a8b2 52651486 00000000 782ce338 b8d36987 00000000 00000000 cca9d184 3206139a c8071ea9 773ad38a 00000000 03fa6f40 00000000 00000000 1471fd94 00000000 33ec8843 00000000 00000000 00000000 ab85f65b
114,22842084,0xd9a63b1c97f1b186ea7e6fe60a985694e6bd5a74,0x7d049c102afe8f5a44a4b8f862f39e53e49005b2,0x149fc09f16c5bf357c9a88854e5d126397da726a307e04030a1a66d0549c10f5,0x50659bdc0549495fef540fa7248e3db6faf4031547a637c814dde262989e87ab,32,brown,yellow,vestigial,small,71957f60 01bf547d 00000000 90d7382e 00000000 ab1a90c6 00000000 ca2559b0 85244d08 c9e8316d 93ce1b87 00000000 00000000 00000000 00000000 fe6ca475 00000000 269d3135 d0c80f56 76ef1334 8d39a1d9 00000000 00000000 3118a277 00000000 00000000 00000000 6541dcaa 75c3db92 00000000 00000000 2b73344f 00000000 460d5c0c 00000000 00000000 00000000 99c9d55f 17dc8022 00000000 00000000 ea4d544b 00000000 00000000 00000000 87dd73f6 8186a1f2 9360158b 02e592fe 00000000 91eb6626 c784b913 fe5cccc9 00000000 3362de95 4653255d 00000000 00000000 47282b67 00000000 0bbec1cb 00000000 00000000 00000000
115,22843559,0x46f440d3d4e6466034b2a5034fc501ac0a31bf29,0x76b5ad17317b1e2b437aa97bad00f2d5951cdb68,0x3e0fff75fc41f28a5bd5482a59dc07d90426a22e2512d0336ff0b8768b016179,0x230dfeca1022c40707325e4af7e015c3dd7a9a9b869f88311a03f6c8f92e6888,29,sepia,yellow,vestigial,small,00000000 00000000 00000000 27ff3d4e 00000000 00000000 00000000 fd23d07c 00000000 00000000 00000000 4296a435 00000000 7135a3de 2937f93b 00000000 00000000 83ed2f4f 1482ca77 52509de1 00000000 b73ad089 00000000 00000000 29153efd 00000000 00000000 56958187 3f25a11e ada90430 fbd2dcfd f10ab1df 00000000 00000000 00000000 2e03ce74 00000000 00000000 5ae171f2 18e4f679 00000000 78954753 67638b96 00000000 29fd44db 7190ace1 f5055743 8408b686 414fee17 f4a5052b 00000000 00000000 00000000 00000000 00000000 00000000 00000000 43acd96e 00000000 5928d6b3 ec226e20 00000000 00000000 00000000
116,22843706,0xb39e79d3540fc34f516af70574b94d4ef8f885d2,0x57cb851d02307a20506bfd16d5d462057d5866e1,0x54167adb1f73fd77d1162d51782a73e8cfc252694090109bc3cc6aa055a14219,0xe571cfdf9b482ba18df84e5ef9a6c0f4e4f94bbaf42da4e93fe2baa943950f91,33,sepia,yellow,vestigial,small,18222126 00000000 00000000 00000000 fc955081 00000000 00000000 a54b07dd 5cd46371 0a5cae2d 006f3c9e 64c1aba7 00000000 00000000 00000000 00000000 f94cb99e 00000000 0ef87ccc 00000000 a699e210 00000000 00000000 c9965e28 e7621daf 42b7c8bf 00000000 00000000 00000000 00000000 2f6e376c 00000000 37f5a264 00000000 00000000 6ad6fcb3 00000000 10c012b1 00000000 317f4a1d 00000000 d7531867 00000000 2ad06645 14ddb510 e272587d 00000000 e86b07d3 00000000 29cd0749 00000000 00000000 00000000 1e5de9ae b47219d1 1260705c b228cf41 438a229e 4cf8a8be a3778fbe 201da1eb eda5b144 00000000 00000000
117,22844179,0x22b033b7212cb9b8a8bce73dbad80ed77a229322,0xb8bde7a7b6ac3f9da09b96bc867ed4b15be3451e,0xbdba7f4fc1338326e40c51ce5bbddaaab998fe159b1695684ed6714cf5f71d08,0x6e5fb5737c4469a126f40bb4206e013c45de7c7b6f3b8909717b739ff3597cb2,40,brown,tan,vestigial,large,00000000 4e9d4363 00000000 00000000 ffbef3e0 2bb05203 00000000 dbc318dc 00000000 00000000 ae4c111c e71b0fc9 f771e7e1 ecfa3dfd 39d01142 00000000 457c6dda 00000000 00000000 05e949d8 9e950beb 00000000 af8036db 00000000 7829c068 443be33c 00000000 00000000 6eb2f16f 282e56e6 cb305394 a788877c 24c514f7 2ba0ca7c ae1e0fae 0d8f0363 bcb0637f 00000000 00000000 15b6e89c bf5076c5 efafb501 00000000 00000000 10341937 206b0973 27371672 00000000 1ca61c1f 95db650c 00000000 22fb20ab 322f2ed2 4630ebb8 5c4e14c8 00000000 25a44832 00000000 00000000 00000000 54b76276 f0407f25 54fc66b9 00000000
118,22844272,0xec56dc68b5091297a987c4b93195e6561629d501,0x09aa57f719fb1b863b5661b8deeba8bdb8d1a641,0xf9d19680fb514dbc82bf245d33d036962716b5f129f77f2cf0e7b53f0e49eab0,0xd64707ac2b25149e3f94589b6e6214086aeaff0b0a3fe6c652b1a708bb48c075,28,brown,yellow,curly,small,fb8197cc 00000000 68d0434f 00000000 1466b2af 1950a03a e84903c8 00000000 00000000 00000000 00000000 00000000 00000000 00000000 f46b4799 6b460b37 00000000 00000000 00000000 16f92941 00000000 00000000 e5688d86 00000000 58fe3de6 c272d32e 00000000 836c4786 4c32e7cf d3914d00 00000000 05776635 00000000 00000000 00000000 d91d9eab 00000000 00000000 00000000 00000000 ffc1198b 83469dcb 5e6c30c1 00000000 00000000 a04be498 00000000 f5c73423 695ee40f 00000000 00000000 00000000 ac610a31 09251f6e 00000000 23849440 00000000 4fff5f05 00000000 00000000 adfab21c 00000000 ba1398b1 00000000
